Orgao,Dataset,URL
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Regimento",http://www.ifsuldeminas.edu.br/conteudo/conselhosuperior/regimentoconselho1.pdf
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Resoluções",http://www.ifsuldeminas.edu.br/index.php/pt/conselho-superior/resolucoes
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Avaliação Institucional",http://www.ifsuldeminas.edu.br/index.php/orgaos-colegiados?lang=pt#cpa
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Concursos",http://www.ifsuldeminas.edu.br/~concurso/
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo",http://www.ifsuldeminas.edu.br/index.php/pt/vestibulares
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Legislação",http://www.ifsuldeminas.edu.br/index.php/pt/ensino/952-legislacao-e-normas-do-mec
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Editais",http://www.ifsuldeminas.edu.br/index.php/pt/pro-reitoria-de-extensao/170-editais-extensao
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Editais",http://www.ifsuldeminas.edu.br/index.php/pt/pesquisa-e-inovacao/editais
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Boletins de Serviço",http://www.ifsuldeminas.edu.br/index.php/en/boletim-de-servico
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações",http://www.ifsuldeminas.edu.br/index.php/en/licitacoes
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Portarias",http://www.ifsuldeminas.edu.br/index.php/en/portarias
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Regimento Geral",http://www.ifsuldeminas.edu.br/index.php/en/regimentos
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Plano Plurianual",http://www.ifsuldeminas.edu.br/downloads/PDI_2009_2013.pdf
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo de contas anuais",http://www.ifsuldeminas.edu.br/index.php/en/contas-anuais
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores ",http://www.ifs.ifsuldeminas.edu.br/a-instituicao/corpo-docente
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo de contas anuais",http://www.ifs.ifsuldeminas.edu.br/prestacao-de-contas
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações",http://www.ifs.ifsuldeminas.edu.br/compraslicitacao
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo",http://www.ifs.ifsuldeminas.edu.br/vestibulares
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Concursos",http://www.ifs.ifsuldeminas.edu.br/editais
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Plano Plurianual",http://www.ifs.ifsuldeminas.edu.br/documentos
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Avaliação Institucional",http://www.mch.ifsuldeminas.edu.br/departamentos/382-cpa
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores ",http://www.mch.ifsuldeminas.edu.br/docentes
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Concursos",http://www.mch.ifsuldeminas.edu.br/concursos
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo",http://www.mch.ifsuldeminas.edu.br/vestibular
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Calendário acadêmico",http://www.mch.ifsuldeminas.edu.br/calendario-2012
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações",http://www.mch.ifsuldeminas.edu.br/licitacoes
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo de contas anuais",http://www.mch.ifsuldeminas.edu.br/processos-de-contas-anuais
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Documentação",http://www.mch.ifsuldeminas.edu.br/documentos
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores ",http://www.muz.ifsuldeminas.edu.br/index.php/corpo-docente
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores ",http://www.muz.ifsuldeminas.edu.br/index.php/corpo-administrativo
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo",http://www.pas.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=57&Itemid=77
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Edital ",http://www.pas.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=84&Itemid=91 
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Calendário acadêmico",http://www.pcs.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=94&Itemid=145
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Edital ",http://www.poa.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=111&Itemid=107
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Plano de Atividades ",http://www.ifsuldeminas.edu.br/index.php/pt/auditoria-interna/paint-2011
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Atas",http://www.ifsuldeminas.edu.br/index.php/noticias/421-atas
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Calendário acadêmico",http://www.ifs.ifsuldeminas.edu.br/calendario-academico
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações",http://www.muz.ifsuldeminas.edu.br/index.php/licitacoes
" Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores ",http://www.pas.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=77&Itemid=54
"Administração do Porto de Maceió - ANTQ","Contratos",http://www.portodemaceio.com.br/busca_contratos.php?status=01
"Administração do Porto de Maceió - ANTQ","Contratos Concluídos",http://www.portodemaceio.com.br/busca_contratos.php?status=03
"Administração do Porto de Maceió - ANTQ","Licitações Canceladas ",http://www.portodemaceio.com.br/busca_licitacoes.php?status=07
"Administração do Porto de Maceió - ANTQ","Licitações Realizadas",http://www.portodemaceio.com.br/busca_licitacoes.php?status=03
"Administração do Porto de Maceió - ANTQ","Licitações",http://www.portodemaceio.com.br/licitacao.php
"Administração do Porto de Maceió - ANTQ","Estatísticas",http://www.portodemaceio.com.br/estatistica.php
"Administração do Porto de Maceió - ANTQ","Compras",http://www.portodemaceio.com.br/compras.php
"Advocacia-Geral da União - AGU","Súmulas ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/ListarAtos.aspx?TIPO_FILTRO=Sumulas 
"Advocacia-Geral da União - AGU","Ementários de conciliação ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Publicacao/EmentarioConciliacao.aspx 
"Advocacia-Geral da União - AGU","Ementário do Decor ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Download/publicacoes/Ementario_Decor.pdf 
"Advocacia-Geral da União - AGU","Licitações e Contratos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/LicitacoesContratos.aspx?TIPO_FILTRO=LicitacoeseContratos 
"Advocacia-Geral da União - AGU","Lei Orgânica da AGU ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/AtoDetalhado.aspx?idAto=177530&Titulo=Lei%20Org%C3%A2nica%20da%20Advocacia-Geral%20da%20Uni%C3%A3o 
"Advocacia-Geral da União - AGU","Normas da AGU ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/ListaNormasInternasAGU.aspx 
"Advocacia-Geral da União - AGU","Normas Federais ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/LegislacaoFederal.aspx 
"Advocacia-Geral da União - AGU","Publicações - Revista AGU ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=172108&ordenacao=16&id_site=7528 
"Advocacia-Geral da União - AGU","História ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Institucional/hist_agu.aspx 
"Advocacia-Geral da União - AGU","Publicações Escola/AGU ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=157074&ordenacao=1&id_site=7529 
"Advocacia-Geral da União - AGU","Pubicações - Revista Virtual ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=74397&ordenacao=1&id_site=1115 
"Advocacia-Geral da União - AGU","Livros Eletrônicos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=171677&ordenacao=16&id_site=7530 
"Advocacia-Geral da União - AGU","Cartilhas  ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Publicacao/cartilha.aspx 
"Advocacia-Geral da União - AGU","Livro do Cidadão  ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Publicacao/livrodocidadao.aspx 
"Advocacia-Geral da União - AGU","Seminário Regional da Advocacia Pública Federal ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=81255&ordenacao=1&id_site=1114 
"Advocacia-Geral da União - AGU","Seminário Brasileiro da Advocacia Pública Federal ",http://www.agu.gov.br/sistemas/site/TemplateImagemTextoThumb.aspx?idConteudo=149786&ordenacao=1&id_site=7323 
"Advocacia-Geral da União - AGU","Banco de Imagens ",http://www.agu.gov.br/sistemas/AGUPublicacaoVisualizador/Default.aspx 
"Advocacia-Geral da União - AGU","Boletim Eletrônico ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Comunicacao/BoletimEletronico.aspx 
"Advocacia-Geral da União - AGU","Vídeos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Institucional/videoInstitucional.aspx 
"Advocacia-Geral da União - AGU","Transparência ",http://www3.transparencia.gov.br/TransparenciaPublica/jsp/execucao/execucaoTexto.jsf?consulta=1&consulta2=0&CodigoOrgao=20114 
"Advocacia-Geral da União - AGU","Consultas Públicas ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/ConsultasPublicas.aspx 
"Advocacia-Geral da União - AGU","Diárias e Passagens ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/DiariasPassagens.aspx 
"Advocacia-Geral da União - AGU","Benefícios ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/Beneficios.aspx 
"Advocacia-Geral da União - AGU","Procedimentos Disciplinares ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/ProcedimentosDisciplinares.aspx 
"Advocacia-Geral da União - AGU","Relatórios de Gestão ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=97251&id_site=1092 
"Advocacia-Geral da União - AGU","Tomada de Contas ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/TomadasdeContas.aspx 
"Advocacia-Geral da União - AGU","Tomada de Contas ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/Caderno_Setorial_AGU_2009.PDF 
"Advocacia-Geral da União - AGU","Membros e Servidores da AGU ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/Servidores.aspx 
"Advocacia-Geral da União - AGU","Atas de Tecnologia da Informação ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=86048&ordenacao=1&id_site=1722 
"Advocacia-Geral da União - AGU","Parcelamentos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=110843&ordenacao=1&id_site=4123 
"Advocacia-Geral da União - AGU","Licitações ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Transparencia/Licitacoes.aspx 
"Advocacia-Geral da União - AGU","Planos de conservação ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=170606&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Concursos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/IngressoNaAGU/agu.aspx 
"Advocacia-Geral da União - AGU","Concursos ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=145701&ordenacao=1&id_site=1137 
"Advocacia-Geral da União - AGU","Concursos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/IngressoNaAGU/pfn.aspx 
"Advocacia-Geral da União - AGU","Concursos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/IngressoNaAGU/pfn.aspx 
"Advocacia-Geral da União - AGU","Consulta a Processo Adminsitrativo ",http://www.agu.gov.br/sistemas/site/PaginasInternas/Servicos/ConsultaProcessoAdministrativo.aspx 
"Advocacia-Geral da União - AGU","Recursos Humanos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=74350&ordenacao=1&id_site=532 
"Advocacia-Geral da União - AGU","Legislação de Referência ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=82619&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Tabela de Temporalidade ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=82654&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Manual de Levantamento da Produção Documental ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=149883&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Manual de Procedimentos de Protocolo, Expedição e Arquivo ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=150972&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Gestão de documentos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=84536&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Listagem das unidades protocolizadoras da AGU ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=173271&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","e-ARQ Brasil ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=165641&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Gestão arquivistica de documentos digitais ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=170613&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Memória de Reunião - SIGA ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=152424&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Comunicações e orientações aos órgãos de execução da Advocacia Geral da União. ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=84644&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Comissão Permanente de Avaliação de Documentos - CAD ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=84646&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Atas das Reuniões do CAD ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=84534&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Procedimento para descarte de documentos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=140062&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Regimento interno da CAD ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=84533&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Legislação GT documentos sigilosos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=166077&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Legislação ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=166075&ordenacao=1&id_site=1442 
"Advocacia-Geral da União - AGU","Manual  ",http://www.agu.gov.br/sistemas/site/PaginasInternas/download/cartilhas/Manual_Boas_Praticas_Consultivas_20110126.pdf 
"Advocacia-Geral da União - AGU","CSAGU - Atos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/AtosUnidade.aspx?id_unidade=677&id_Site=571&sg_site=CSAGU 
"Advocacia-Geral da União - AGU","CSAGU - Competências ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=74371&id_site=571 
"Advocacia-Geral da União - AGU","CSAGU - Reuniões ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=151745&id_site=571 
"Advocacia-Geral da União - AGU","CSAGU - Regimento interno ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=158575&id_site=571&aberto=&fechado= 
"Advocacia-Geral da União - AGU","CSAGU - Resoluções ",http://www.agu.gov.br/sistemas/site/TemplateImagemTextoThumb.aspx?idConteudo=74373&id_site=571&aberto=&fechado= 
"Advocacia-Geral da União - AGU","CSAGU - Portarias ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=74374&id_site=571&aberto=&fechado= 
"Advocacia-Geral da União - AGU","CSAGU - Editais ",http://www.agu.gov.br/sistemas/site/TemplateImagemTextoThumb.aspx?idConteudo=74375&id_site=571&aberto=&fechado= 
"Advocacia-Geral da União - AGU","CSAGU - Atas das reuniões ",http://www.agu.gov.br/sistemas/site/TemplateImagemTextoThumb.aspx?idConteudo=74376&id_site=571&aberto=&fechado= 
"Advocacia-Geral da União - AGU","CSAGU - Pauta das Reuniões ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=79712&id_site=571&aberto=&fechado= 
"Advocacia-Geral da União - AGU","CSAGU - Comissão técnica do CSAGU - CTCS ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=148207&id_site=571&aberto=9544&fechado= 
"Advocacia-Geral da União - AGU","CGAU - Atos ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/AtosUnidade.aspx?id_unidade=50&id_Site=531&sg_site=CGAU&aberto=&fechado=1104,26811,1304,25695 
"Advocacia-Geral da União - AGU","CGAU - Competência ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=74330&id_site=531&aberto=25695&fechado=1104,26811,1304 
"Advocacia-Geral da União - AGU","CGAU - Atividades ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=87662&id_site=531&aberto=25695,1104,1304&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Atividades ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=87662&id_site=531&aberto=25695,1104,1304&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Atividades ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=164151&id_site=531&aberto=25695,1304&fechado=1104,26811 
"Advocacia-Geral da União - AGU","CGAU - Estudo comparativo ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=74385&id_site=531&aberto=25695,1304,1104&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Glossário ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=74387&id_site=531&aberto=25695,1304,1104&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Força de trabalho ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=78744&id_site=531&aberto=25695,1304,1104&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Relatório de atividades ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=74384&id_site=531&aberto=25695,1304,1104&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Ementário de notas técnicas ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=124867&id_site=531&aberto=25695,1304,1104&fechado=26811 
"Advocacia-Geral da União - AGU","CGAU - Formulário ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=74388&id_site=531&aberto=25695,1304,1104,26811&fechado= 
"Advocacia-Geral da União - AGU","CGAU - Formulário ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=181839&id_site=531&aberto=25695,1304,1104,26811&fechado= 
"Advocacia-Geral da União - AGU","PGF - Atos  ",http://www.agu.gov.br/sistemas/site/PaginasInternas/NormasInternas/AtosUnidade.aspx?id_unidade=1128&id_Site=1106&sg_site=PGF&aberto=&fechado= 
"Advocacia-Geral da União - AGU","PGF - Organizacao",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=160682&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Histórico ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=74710&id_site=1106 
"Advocacia-Geral da União - AGU","PGF - Histórico ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161314&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Progrma de proteção do nome e imagem das autarquias e fundações ",http://www.agu.gov.br/sistemas/site/TemplateImagemTexto.aspx?idConteudo=164956&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Progrma de melhoria continuada da gestão ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=165405&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Projeto de protesto de certidões de dívida ativa ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=167799&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Projeto de reestruturação ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=150843&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Relatórios de atividade ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=78930&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Regimento interno e base legal ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=78918&id_site=1106&aberto=1160&fechado= 
"Advocacia-Geral da União - AGU","PGF - Atos do DEPCONCU ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=160887&id_site=1106&aberto=1160,15653,9661&fechado= 
"Advocacia-Geral da União - AGU","PGF - Estudo sobre licitações e contratos  ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=163155&id_site=1106&aberto=1160,15653,9661,9661&fechado= 
"Advocacia-Geral da União - AGU","PGF - Acordos e desistências judiciais ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161281&id_site=1106&aberto=9661,9660&fechado= 
"Advocacia-Geral da União - AGU","PGF - Atos do DEPCONT ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161282&id_site=1106&aberto=9661,9660&fechado= 
"Advocacia-Geral da União - AGU","PGF - Memorandos com reflexo no cotencioso do PGF ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=170909&id_site=1106&aberto=9661,9660&fechado= 
"Advocacia-Geral da União - AGU","PGF -Comunicação de decisões judiciais e recebimento de jurisprudência ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161283&id_site=1106&aberto=9661,9660&fechado= 
"Advocacia-Geral da União - AGU","PGF - Gepac/Gecopa outros  projetos estratégicos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161285&id_site=1106&aberto=9660&fechado= 
"Advocacia-Geral da União - AGU","PGF - Orientações temáticas ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=173244&id_site=1106&aberto=9660&fechado= 
"Advocacia-Geral da União - AGU","PGF - Precatórios ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161286&id_site=1106&aberto=9660&fechado= 
"Advocacia-Geral da União - AGU","PGF - RE com repercussão geral ", http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161287&id_site=1106 
"Advocacia-Geral da União - AGU","PGF - Resps repetitivos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161288&id_site=1106&aberto=9660,9768&fechado=9662 
"Advocacia-Geral da União - AGU","PGF - Cobrancas",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=150901&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Ações Regressivas Acidentárias - INSS ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=150902&id_site=1106&aberto=9660,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF -CGCOB ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=150088&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Memorandos,orientações,manuais e cartilhas ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=150842&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF -Carteira funcional de Procurador Federal ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161291&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Censo de procuradores federais ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161293&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Termos de início de exércicio ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161299&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Serviços postais ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161316&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Gestão Documental ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161677&id_site=1106&aberto=9660,9768,9773,9774,20448,2332,22292,9662&fechado= 
"Advocacia-Geral da União - AGU","PGF - Informática ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161321&id_site=1106&aberto=9768,9773&fechado= 
"Advocacia-Geral da União - AGU","PGF - Programa de eságio profissional ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=161322&id_site=1106&aberto=9768,9773&fechado= 
"Advocacia-Geral da União - AGU","PGF - Sistema de previdência na rede AGU ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=164325&id_site=1106&aberto=9768,9773&fechado= 
"Advocacia-Geral da União - AGU","PGF - Publicação de atos oficiais ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=165961&id_site=1106&aberto=9768,9773&fechado= 
"Advocacia-Geral da União - AGU","PGF - Coordenação geral de assuntos estratégicos ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=160318&id_site=1106&aberto=9768,9773,9774&fechado= 
"Advocacia-Geral da União - AGU","PGF - Competência territorial ",http://www.agu.gov.br/sistemas/site/TemplateTexto.aspx?idConteudo=78993&id_site=1106 
