Orgao,Dataset,URL
"Companhia Docas do Estado da Bahia – CODEBA ","Licitações ",http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/site.php?secao=licitacoes  
"Companhia Docas do Estado da Bahia – CODEBA ","Demonstrações Financeiras ",http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/site.php?secao=institucional_demonstracoes_financeiras&sm=  
"Companhia Docas do Estado da Bahia – CODEBA ","Estatísticas Portuárias ",http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/site.php?secao=estatistica_portuaria&sm=menu_esquerdo_estatistica_portuaria  
"Companhia Docas do Estado da Bahia – CODEBA ","Planos e Programas ",http://www.codeba.com.br/eficiente/sites/portalcodeba/pt-br/site.php?secao=institucional_planos_programas&sm=  
"Companhia Docas do Estado de São Paulo – CODESP ","Licitação ",http://www.portodesantos.com.br/licitacoes.php
"Companhia Docas do Estado de São Paulo – CODESP ","Atos Administrativos",http://www.portodesantos.com.br/atosAdministrativos.php
"Companhia Docas do Estado de São Paulo – CODESP ","Demonstrações contábeis ",http://www.portodesantos.com.br/relatorio.php  
"Companhia Docas do Estado de São Paulo – CODESP ","Leilões ",http://www.portodesantos.com.br/leiloes.php  
"Companhia Docas do Pará (CDP) ","Licitações ",http://www.cdp.com.br/edital.php?nIdSubMenu=10  
"Companhia Docas do Pará (CDP) ","Licitações ",http://www.cdp.com.br/edital.php?nIdSubMenu=11  
"Companhia Docas do Pará (CDP) ","CPL-Comissão Permanente de Licitação ",http://www.cdp.com.br/edital.php?nIdSubMenu=2  
"Companhia Docas do Pará (CDP) ","CPL-Comissão Permanente de Licitação ",http://www.cdp.com.br/edital.php?nIdSubMenu=3  
"Companhia Docas do Pará (CDP) ","CPL-Comissão Permanente de Licitação ",http://www.cdp.com.br/edital.php?nIdSubMenu=4  
"Companhia Docas do Pará (CDP) "," CEL-Comissão Especial de Licitação ",http://www.cdp.com.br/edital.php?nIdSubMenu=6  
"Companhia Docas do Pará (CDP) "," CEL-Comissão Especial de Licitação ",http://www.cdp.com.br/edital.php?nIdSubMenu=8  
"Companhia Docas do Pará (CDP) ","Relatórios Anuais ",http://www.cdp.com.br/relatorio_gestao.php?nIdSubMenu=3  
"Companhia Docas do Pará (CDP) ","Acompanhamento de gestão ",http://www.cdp.com.br/relatorio_gestao.php?nIdSubMenu=6  
"Companhia Docas do Pará (CDP) ","Processos de contas anuais ",http://www.cdp.com.br/relatorio_gestao.php?nIdSubMenu=7  
"Companhia Docas do Rio Grande do Norte – CODERN ","Licitações",http://www.codern.com.br/licitacoes.php  
"Companhia Docas do Rio Grande do Norte – CODERN ","Relatório de Gestão ",http://www.codern.com.br/relatoriodegestao.php  
"Companhia Docas do Rio Grande do Norte – CODERN ","Balancetes Mensais  ",http://www.codern.com.br/balancetesmensais.php  
"Companhia Docas do Rio Grande do Norte – CODERN ","Processos de contas anuais ",http://www.codern.com.br/processodecontasanuais.php  
"Companhia Docas do Rio de Janeiro – CDRJ ","Licitações ",http://www.portosrio.gov.br/content/licita%C3%A7%C3%B5es  
"Companhia Docas do Rio de Janeiro – CDRJ ","Balanço Patrimonial ",http://www.portosrio.gov.br/downloads/balanco.pdf  
"Companhia Docas do Rio de Janeiro – CDRJ ","Prestação de contas anuais e Auditorias",http://www.portosrio.gov.br/content/presta%C3%A7%C3%A3o-de-contas-anuais  
"Companhia Docas do Rio de Janeiro – CDRJ ","Autoridade portuária ", http://www.portosrio.gov.br/content/autoridade-portu%C3%A1ria 
"Companhia Docas do Rio de Janeiro – CDRJ ","Estatisticas",http://www.portosrio.gov.br/content/estat%C3%ADstica
"Companhia Docas do Rio de Janeiro – CDRJ ","Plano de desenvolvimento e zoneamento ",http://www.portosrio.gov.br/content/plano-de-desenvolvimento-e-zoneamento
"Companhia Nacional de Abastecimento – CONAB","Licitações",http://www.conab.gov.br/conabweb/download/transparencia/index.html
"Companhia Nacional de Abastecimento – CONAB","Licitações",http://www.conab.gov.br/conteudos.php?a=1001&t=4
"Companhia Nacional de Abastecimento – CONAB","Processo de contas anuais – Balanço patrimonial",http://www.conab.gov.br/conteudos.php?a=20&t=1
"Companhia Nacional de Abastecimento – CONAB","Processo de contas anuais – Parecer de auditoria interna",http://www.conab.gov.br/conteudos.php?a=1346&t=1
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=23&t=1
"Companhia Nacional de Abastecimento – CONAB","Balanço Social",http://www.conab.gov.br/conteudos.php?a=24&t=1
"Companhia Nacional de Abastecimento – CONAB","Conab em números",http://www.conab.gov.br/conteudos.php?a=1056&t=1
"Companhia Nacional de Abastecimento – CONAB"," Instrumentos da Agricultura Familiar",http://www.conab.gov.br/conteudos.php?a=1125&t=2
"Companhia Nacional de Abastecimento – CONAB","Indicadores da Agropecuária – Balança Comercial do Agronegócio",http://www.conab.gov.br/conteudos.php?a=547&t=2
"Companhia Nacional de Abastecimento – CONAB","Indicadores da Agropecuária – Custos de Produção Agrícola",http://www.conab.gov.br/conteudos.php?a=545&t=2
"Companhia Nacional de Abastecimento – CONAB","Indicadores da Agropecuária – Índices e Insumos Agrícolas",http://www.conab.gov.br/conteudos.php?a=550&t=2
"Companhia Nacional de Abastecimento – CONAB","Programas de Abastecimento Social",http://www.conab.gov.br/conteudos.php?a=557&t=2 
"Companhia Nacional de Abastecimento – CONAB","Indicadores da Agropecuária – Preços da Agropecuária",http://www.conab.gov.br/detalhe.php?a=542&t=2
"Companhia Nacional de Abastecimento – CONAB","Indicadores da Agropecuária – Quadro de Suprimentos",http://www.conab.gov.br/conteudos.php?a=548&t=2
"Companhia Nacional de Abastecimento – CONAB","Processo de contas anuais – Auditorias",http://www.conab.gov.br/conteudos.php?a=19&t=1
"Companhia Nacional de Abastecimento – CONAB","Transparência Administrativa",http://www.conab.gov.br/conteudos.php?a=1042&t=1
"Companhia Nacional de Abastecimento – CONAB","Concurso",http://www.conab.gov.br/conteudos.php?a=1372&t=1
"Companhia Nacional de Abastecimento – CONAB","Estrutura organizacional",http://www.conab.gov.br/conab-organograma.php?a=12&t=
"Companhia Nacional de Abastecimento – CONAB","Planejamento Estratégico",http://www.conab.gov.br/conteudos.php?a=1053&t=
"Companhia Nacional de Abastecimento – CONAB","Planejamento Estratégico",http://www.conab.gov.br/conteudos.php?a=1052&t=
"Companhia Nacional de Abastecimento – CONAB","Programa de Aquisição de Alimentos – PAA",http://www.conab.gov.br/conteudos.php?a=1133&t=2
"Companhia Nacional de Abastecimento – CONAB","Legislação - Decretos",http://www.conab.gov.br/conteudos.php?a=1292&t=2
"Companhia Nacional de Abastecimento – CONAB","Legislação Básica",http://www.conab.gov.br/conteudos.php?a=1295&t=2
"Companhia Nacional de Abastecimento – CONAB","Legislação - Resoluções",http://www.conab.gov.br/conteudos.php?a=1294&t=2
"Companhia Nacional de Abastecimento – CONAB","Legislação - Portarias",http://www.conab.gov.br/conteudos.php?a=1293&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Legislação",http://www.conab.gov.br/conteudos.php?a=1291&t=2
"Companhia Nacional de Abastecimento – CONAB","Legislação - Programa de Garantia de Preços para Agricultura Familiar",http://www.conab.gov.br/conteudos.php?a=1347&t=2
"Companhia Nacional de Abastecimento – CONAB","Oficinas do PAA",http://www.conab.gov.br/conteudos.php?a=1134&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1135&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1136&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1296&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1078&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1077&t=2
"Companhia Nacional de Abastecimento – CONAB","Instruções Normativas",http://www.conab.gov.br/conteudos.php?a=1238&t=2
"Companhia Nacional de Abastecimento – CONAB","Legislação",http://www.conab.gov.br/conteudos.php?a=508&t=2
"Companhia Nacional de Abastecimento – CONAB","Tabela",http://www.conab.gov.br/conteudos.php?a=510&t=2
"Companhia Nacional de Abastecimento – CONAB","Tabela",http://www.conab.gov.br/conteudos.php?a=1208&t=2
"Companhia Nacional de Abastecimento – CONAB","Tabela",http://www.conab.gov.br/conteudos.php?a=1207&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Tabela",http://www.conab.gov.br/conteudos.php?a=1209&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Entidades credenciadas",http://www.conab.gov.br/conteudos.php?a=515&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Legislação",http://www.conab.gov.br/conteudos.php?a=516&t=2
"Companhia Nacional de Abastecimento – CONAB","Contratos",http://www.conab.gov.br/conteudos.php?a=520&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Contratos",http://www.conab.gov.br/conteudos.php?a=1351&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=1088&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=518&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1302&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=1204&t=2
"Companhia Nacional de Abastecimento – CONAB","Relação ",http://www.conab.gov.br/conteudos.php?a=523&t=2
"Companhia Nacional de Abastecimento – CONAB","Editais",http://www.conab.gov.br/conteudos.php?a=1167&t=2
"Companhia Nacional de Abastecimento – CONAB","Documentação",http://www.conab.gov.br/conteudos.php?a=1140&t=2
"Companhia Nacional de Abastecimento – CONAB","Calendário",http://www.conab.gov.br/conteudos.php?a=1139&t=2
"Companhia Nacional de Abastecimento – CONAB","Regulamentos",http://www.conab.gov.br/conteudos.php?a=1067&t=2
"Companhia Nacional de Abastecimento – CONAB","Resumos",http://www.conab.gov.br/conteudos.php?a=1142&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=1272&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=1034&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=1033&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=526&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=529&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=527&t=2
"Companhia Nacional de Abastecimento – CONAB","Levantamento",http://www.conab.gov.br/conteudos.php?a=1105&t=2
"Companhia Nacional de Abastecimento – CONAB","Levantamento",http://www.conab.gov.br/conteudos.php?a=1111&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=531&t=2
"Companhia Nacional de Abastecimento – CONAB","Projeto Geosafras",http://www.conab.gov.br/conteudos.php?a=1089&t=2
"Companhia Nacional de Abastecimento – CONAB","Projeto Geosafras",http://www.conab.gov.br/conteudos.php?a=1109&t=2
"Companhia Nacional de Abastecimento – CONAB","Projeto Geosafras",http://www.conab.gov.br/conteudos.php?a=1093&t=2&Pagina_objcmsconteudos=8#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Projeto SigaBrasil",http://www.conab.gov.br/conteudos.php?a=1099&t=2
"Companhia Nacional de Abastecimento – CONAB","Projeto SigaBrasil",http://www.conab.gov.br/conteudos.php?a=1101&t=2
"Companhia Nacional de Abastecimento – CONAB","Projeto SigaBrasil",http://www.conab.gov.br/conteudos.php?a=1102&t=2
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=542&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=541&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia Nacional de Abastecimento – CONAB","Consulta",http://www.conab.gov.br/detalhe.php?a=1298&t=2
"Companhia Nacional de Abastecimento – CONAB","Levantamentos de safra",http://www.conab.gov.br/conteudos.php?a=1253&t=2
"Companhia Nacional de Abastecimento – CONAB","Cronograma ",http://www.conab.gov.br/conteudos.php?a=1306&t=2
"Companhia Nacional de Abastecimento – CONAB","Relatórios",http://www.conab.gov.br/conteudos.php?a=1252&t=2
"Companhia Nacional de Abastecimento – CONAB","Publicações",http://www.conab.gov.br/conteudos.php?a=1350&t=2&Pagina_objcmsconteudos=1#A_objcmsconteudos
"Companhia de Armazéns e Silos do Estado de Minas Gerais - CASEM","Editais",http://www.casemg.com.br/editais/index.htm
"Companhia de Armazéns e Silos do Estado de Minas Gerais - CASEM","Relatórios",http://vocab.e.gov.br/2011/03/vcge#compras-governamentais
"Companhia de Armazéns e Silos do Estado de Minas Gerais - CASEM","Relatórios",http://www.casemg.com.br/publicacoes/relat_gestao.htm
"Companhia de Armazéns e Silos do Estado de Minas Gerais - CASEM","Relatórios",http://www.casemg.com.br/publicacoes/relat_balancos.htm
"Companhia de Armazéns e Silos do Estado de Minas Gerais - CASEM","Estrutura organizacional",http://www.casemg.com.br/empresa/estrut_index.htm
"Companhia de Armazéns e Silos do Estado de Minas Gerais - CASEM","Legislação",http://www.casemg.com.br/empresa/legis_index.htm
"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - CODEVASF","Consulta de Processos",http://site.codevasf.gov.br/sistemas_de_consulta/SIGED/ConsultaProcessos
"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - CODEVASF","Licitações",http://licitacao.codevasf.gov.br/licitacoes
"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - CODEVASF","Sistema de Gestão de Contratos e Convênios",http://www.codevasf.gov.br/programas_acoes/sistemas_de_consulta/sigec
"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - CODEVASF","Programas e Ações",http://www.codevasf.gov.br/programas_acoes
"Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba - CODEVASF","Publicações - Material para download",http://www.codevasf.gov.br/principal/publicacoes/publicacoes-atuais/publica-coes-atuais
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Licitações",http://www.ceagesp.gov.br/licitacoes/concorrencia 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Licitações",http://www.ceagesp.gov.br/licitacoes/convite 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Licitações",http://www.ceagesp.gov.br/licitacoes/leilao/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Licitações",http://www.ceagesp.gov.br/licitacoes/pregao/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Licitações",http://www.ceagesp.gov.br/licitacoes/pregao_eletronico/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Licitações",http://www.ceagesp.gov.br/licitacoes/tomada_precos/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Concurso",http://www.ceagesp.gov.br/licitacoes/chamamento/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Concurso",http://www.ceagesp.gov.br/concursos/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Relatórios",http://www.ceagesp.gov.br/institucional/relatorios/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Relatórios",http://www.ceagesp.gov.br/compras/ 
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Guia do Defeso",http://www.ceagesp.gov.br/atacado/pescado/guia_defeso/
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Análise do pescado",http://www.ceagesp.gov.br/atacado/pescado/analise_pescado/
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Tabela",http://www.ceagesp.gov.br/produtos/epoca/produtos_epoca.pdf
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Tabela de preços ",http://www.ceagesp.gov.br/cotacoes/
"Companhia de Entrepostos e Armazéns Gerais de São Paulo – CEAGESP","Documentação",http://www.ceagesp.gov.br/conselho/
"Companhia de Pesquisa de Recursos Minerais - CPRM","Geologia básica",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?UserActiveTemplate=cprm%5Flayout&sid=26
"Companhia de Pesquisa de Recursos Minerais - CPRM","Geologia Marinha",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?UserActiveTemplate=cprm%5Flayout&sid=27
"Companhia de Pesquisa de Recursos Minerais - CPRM","Licitações",http://www.cprm.gov.br/licitacao_nova/
"Companhia de Pesquisa de Recursos Minerais - CPRM","Organograma Simplificado",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?UserActiveTemplate=cprm%5Flayout&sid=21
"Companhia de Pesquisa de Recursos Minerais - CPRM","Produção Científica",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=94
"Companhia de Pesquisa de Recursos Minerais - CPRM","Relatórios Anuais",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?UserActiveTemplate=cprm%5Flayout&sid=25
"Companhia de Pesquisa de Recursos Minerais - CPRM","Geocronologia",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=30
"Companhia de Pesquisa de Recursos Minerais - CPRM","Geofísica",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=12
"Companhia de Pesquisa de Recursos Minerais - CPRM","Geoquímica",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=13
"Companhia de Pesquisa de Recursos Minerais - CPRM","Sensoriamento Remoto",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=29
"Companhia de Pesquisa de Recursos Minerais - CPRM","CPRM - Recursos Minerais do Brasil",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=32
"Companhia de Pesquisa de Recursos Minerais - CPRM","Carteira de Direitos Minerários",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=31
"Companhia de Pesquisa de Recursos Minerais - CPRM","Informes de Recursos Minerais",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=33
"Companhia de Pesquisa de Recursos Minerais - CPRM","Recursos Hídricos Superficiais",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=34
"Companhia de Pesquisa de Recursos Minerais - CPRM","Produtos e Publicações",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=36
"Companhia de Pesquisa de Recursos Minerais - CPRM","CPRM - Riscos Geológicos",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=38
"Companhia de Pesquisa de Recursos Minerais - CPRM","Programa Nacional de Pesquisa em Geoquímica Ambiental e Geologia Médica - PGAGEM",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?infoid=536&sid=41
"Companhia de Pesquisa de Recursos Minerais - CPRM","Recursos Hídricos Subterrâneos",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=35
"Companhia de Pesquisa de Recursos Minerais - CPRM","Assuntos Internacionais",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=90
"Companhia de Pesquisa de Recursos Minerais - CPRM","Processos de Contas Anuais",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=60
"Companhia de Pesquisa de Recursos Minerais - CPRM","Cadastro de Fornecedores",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=62
"Companhia de Pesquisa de Recursos Minerais - CPRM","Projeto Geoparques",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=134
"Companhia de Pesquisa de Recursos Minerais - CPRM","Programa de Gestão Territorial",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=91
"Companhia de Pesquisa de Recursos Minerais - CPRM","Zoneamento Ecológico-Econômico",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=37
"Companhia de Pesquisa de Recursos Minerais - CPRM","Biblioteca",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=8
"Companhia de Pesquisa de Recursos Minerais - CPRM","Água Mineral",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=46
"Companhia de Pesquisa de Recursos Minerais - CPRM","Produtos e Serviços",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=44
"Companhia de Pesquisa de Recursos Minerais - CPRM","Geologia Ambiental",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?UserActiveTemplate=cprm%5Flayout&sid=39
"Companhia de Pesquisa de Recursos Minerais - CPRM","Outros Roteiros",http://www.cprm.gov.br/publique/cgi/cgilua.exe/sys/start.htm?sid=136
"Conselho Administrativo de Defesa Econômica - CADE","Portarias",http://www.cade.gov.br/Default.aspx?e546c649d736f653e061
"Conselho Administrativo de Defesa Econômica - CADE","Resoluções",http://www.cade.gov.br/Default.aspx?35f536fa011fe178cf71
"Conselho Administrativo de Defesa Econômica - CADE","CADE em números",http://www.cade.gov.br/Default.aspx?9cad41c146f34c
"Conselho Administrativo de Defesa Econômica - CADE","Licitações em andamento",http://www.cade.gov.br/Default.aspx?35f536fa011fe178ce8e
"Conselho Administrativo de Defesa Econômica - CADE","Licitações Concluídas",http://www.cade.gov.br/Default.aspx?ae8e8e929e7dbf9ba891
"Conselho Administrativo de Defesa Econômica - CADE","Pesquisa Processual",http://www.cade.gov.br/Default.aspx?a8889b6caa60b241d345d069fc
"Conselho Administrativo de Defesa Econômica - CADE","Súmulas do Cade",http://www.cade.gov.br/Default.aspx?74b477b946c447e37dc5
"Conselho Administrativo de Defesa Econômica - CADE","Consultas Públicas",http://www.cade.gov.br/Default.aspx?67d82ae82f1c2f025afb
"Conselho Administrativo de Defesa Econômica - CADE","Boletim de Serviço",http://www.cade.gov.br/Default.aspx?4beb2cf43bd95af04ff4
"Conselho Administrativo de Defesa Econômica - CADE","Institucional - Agenda",http://www.cade.gov.br/Default.aspx?cf63b345dc32c64cde6cc49aaa
"Conselho Administrativo de Defesa Econômica - CADE","Institucional - Convênios",http://www.cade.gov.br/Default.aspx?1111131de322e2471d3d0c
"Conselho Administrativo de Defesa Econômica - CADE","Internacional - Acordos internacionais em vigor",http://www.cade.gov.br/Default.aspx?1111131de322e2471922
"Conselho Administrativo de Defesa Econômica - CADE","Internacional - Legislation and Resolutions",http://www.cade.gov.br/Default.aspx?1111131de322e2471838
"Conselho Administrativo de Defesa Econômica - CADE","Internacional - Mercosul",www.cade.gov.br/Default.aspx?1111131de322e2471839
"Conselho Administrativo de Defesa Econômica - CADE","Internacional - OCDE",http://www.cade.gov.br/Default.aspx?1111131de322e247183a
"Conselho Administrativo de Defesa Econômica - CADE","Institucional - Publicações - Relatório Anual",http://www.cade.gov.br/Default.aspx?51d152de2deb2c0e262c
"Conselho Administrativo de Defesa Econômica - CADE","Processual - Sessões - Sessões de julgamento - Pautas",http://www.cade.gov.br/Default.aspx?a99a6cb67dca9ab597b8
"Conselho Administrativo de Defesa Econômica - CADE","Legislação - Leis",http://www.cade.gov.br/Default.aspx?a484848c908e8eac84
"Conselho Administrativo de Recursos Fiscais - CARF","Relatórios de Gestão",https://carf.fazenda.gov.br/sincon/public/pages/RegimentoInterno/consultarRegimentoInterno.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Atos Administrativos",https://carf.fazenda.gov.br/sincon/public/pages/ConsultarInstitucional/Portarias/consultaPortarias.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/ConsultarInformacoesProcessuais/consultarInformacoesProcessuais.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/relatorioDistribuicao/consultaRelatorioDistribuicao.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/ConsultarJurisprudencia/consultarJurisprudenciaCarf.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/Ementario/consultaEmentario.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/ConsultarSessoesJulgamento/Pautas/consultaPautas.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/CalendarioSessoes/calendarioSessoes.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Consulta",https://carf.fazenda.gov.br/sincon/public/pages/SessoesJulgamento/Atas/consultarAtas.jsf
"Conselho Administrativo de Recursos Fiscais - CARF","Súmulas",https://carf.fazenda.gov.br/sincon/public/pages/Sumulas/listarSumulas.jsf
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas: Indicadores de Pesquisa",http://www.cnpq.br/estatisticas/investimentos/totais.htm
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas: Bolsas e auxílios (demanda e atendimento)",http://www.cnpq.br/web/guest/demanda-e-atendimento
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas: Bolsas e auxílios (investimento em CT&I)",http://fomentonacional.cnpq.br/dmfomento/home/fmtmenu.jsp?op=4
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Diárias para Auxílios",http://www.cnpq.br/web/guest/diarias-para-auxilios
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Tabela de Valores de Bolsas no País",http://www.cnpq.br/normas/rn_10_005.htm#pais
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Tabela de Valores de Bolsas no Exterior",http://www.cnpq.br/normas/rn_022_011_anexo.htm
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Diárias para Auxílios Individuais e Bolsas de Curta Duração",http://www.cnpq.br/normas/rn_06_031.htm#pais
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas: Bolsas e auxílios (séries históricas)",http://www.cnpq.br/estatisticas/investimentos/instituicao.htm
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas: Titulação de bolsistas",http://www.cnpq.br/web/guest/titulacao-de-bolsistas
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas - Grupos de pesquisa (Censos)",http://dgp.cnpq.br/censos/
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","CNPq nos Estados da Federação",http://www.cnpq.br/web/guest/cnpq-nos-estados-da-federacao
"Conselho Nacional de Desenvolvimento Científico e Tecnológico - CNPQ","Estatísticas: Bolsas e auxílios (mapa de investimentos)",http://efomento.cnpq.br/efomento/distribuicaoGeografica/distribuicaoGeografica.do?metodo=apresentar
