SIORG, ORGAO, NOME, DESCRICAO, URL, GUARDA, COBERTURA TEMPORAL, COBERTURA GEOGRAFICA, ORIGEM, VCGEs, GRANULARIDADE TEMPORAL, GRANULARIDADE GEOGRAFICA, FORMATOS, TIPO, DATA DE CADASTRAMENTO, DATA DA ULTIMA MODIFICACAO
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Regimento","Regimento do Conselho Superior do IFMGS","http://www.ifsuldeminas.edu.br/conteudo/conselhosuperior/regimentoconselho1.pdf","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, legislacao-normas, ","Contínuo","Microregional","PDF, ","Geral","2012-07-29 13:17:29 UTC","2012-07-29 13:17:29 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Resoluções","Resoluções do Conselho Superior do IFMGS","http://www.ifsuldeminas.edu.br/index.php/pt/conselho-superior/resolucoes","IFMGS","2010-2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, legislacao-normas, ","Anual","Microregional","PDF, ","Geral","2012-07-29 13:20:01 UTC","2012-07-29 13:20:01 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Avaliação Institucional","Relatórios de Avaliação Institucional do IFMGS","http://www.ifsuldeminas.edu.br/index.php/orgaos-colegiados?lang=pt#cpa","IFMGS","2010-2011","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, sistema-educacional-avaliacao, ","Anual","Microregional","PDF, ","Avaliações","2012-07-29 13:23:00 UTC","2012-07-29 13:23:00 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Concursos","Documentação de concursos para docentes e técnicos administrativos do IFMGS","http://www.ifsuldeminas.edu.br/~concurso/","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, concursos, professor, profissionais-educacao, apoio-escolar, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 13:27:26 UTC","2012-07-29 13:27:26 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo","Documentação dos Processos Seletivos para ingresso  no IFMGS","http://www.ifsuldeminas.edu.br/index.php/pt/vestibulares","IFMGS","2011-2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, ingresso-ensino-superior, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 13:31:37 UTC","2012-07-29 13:31:37 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Legislação","Legislação pertinente à Diretoria de Ensino do IFMGS","http://www.ifsuldeminas.edu.br/index.php/pt/ensino/952-legislacao-e-normas-do-mec","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, legislacao-normas, ","Contínuo","Microregional","PDF, ","Geral","2012-07-29 13:34:12 UTC","2012-07-29 13:34:12 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Editais","Editais dos programas da Pró-Reitoria de extensão do IFMGS","http://www.ifsuldeminas.edu.br/index.php/pt/pro-reitoria-de-extensao/170-editais-extensao","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, pesquisa-cientifica-tecnologia, apoio-tecnico-pesquisa-iniciacao-cientifica, ","Anual","Microregional","PDF, ","Programas","2012-07-29 13:38:03 UTC","2012-07-29 13:38:03 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Editais","Editais dos programas da Pró-Reitoria de pesquisa e inovação do IFMGS","http://www.ifsuldeminas.edu.br/index.php/pt/pesquisa-e-inovacao/editais","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, pesquisa-cientifica-tecnologia, apoio-tecnico-pesquisa-iniciacao-cientifica, ","Anual","Microregional","PDF, ","Programas","2012-07-29 13:41:54 UTC","2012-07-29 13:41:54 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Boletins de Serviço","Boletins de serviço do IFMGS","http://www.ifsuldeminas.edu.br/index.php/en/boletim-de-servico","IFMGS","2010-2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, publicacoes-oficiais, ","Anual","Microregional","PDF, ","Geral","2012-07-29 14:16:38 UTC","2012-07-29 14:16:38 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações","Documentação de licitações do IFMGS","http://www.ifsuldeminas.edu.br/index.php/en/licitacoes","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, compras-governamentais, licitacao, pregao, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 14:20:08 UTC","2012-07-29 14:20:08 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Portarias","Portarias do IFMGS","http://www.ifsuldeminas.edu.br/index.php/en/portarias","IFMGS","2010-2011","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, publicacoes-oficiais, gestao-escolar, ","Anual","Microregional","PDF, ","Geral","2012-07-29 14:22:49 UTC","2012-07-29 14:22:49 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Regimento Geral","Regimento geral do IFMGS","http://www.ifsuldeminas.edu.br/index.php/en/regimentos","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, legislacao-normas, ","Contínuo","Microregional","PDF, ","Geral","2012-07-29 14:25:15 UTC","2012-07-29 14:25:15 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo de contas anuais","Relatórios de Gestão e de Auditoria do IFMGS","http://www.ifsuldeminas.edu.br/index.php/en/contas-anuais","IFMGS","2009-2010","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, prestacao-contas, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 14:30:41 UTC","2012-07-29 14:30:41 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores","Relação de docentes do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/a-instituicao/corpo-docente","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, professor, ","Contínuo","Microregional","PDF, ","Despesas","2012-07-29 14:34:22 UTC","2012-07-29 14:34:22 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo de contas anuais","Prestação de contas do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/prestacao-de-contas","IFMGS","2003-2008","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, prestacao-contas, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 14:37:18 UTC","2012-07-29 14:37:18 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações","Documentação das licitações do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/compraslicitacao","IFMGS","2011-2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, compras-governamentais, licitacao, pregao, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 14:42:50 UTC","2012-07-29 14:42:50 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo","Documentação de Processos Seletivos do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/vestibulares","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, ingresso-ensino-superior, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 14:45:33 UTC","2012-07-29 14:45:33 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Concursos","Documentação de concursos para professor do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/editais","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, concursos, professor, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 15:08:20 UTC","2012-07-29 15:08:20 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Avaliação Institucional","Relatórios de Avaliação Institucional do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/departamentos/382-cpa","IFMGS","2006-2011","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, sistema-educacional-avaliacao, ","Anual","Microregional","PDF, ","Avaliações","2012-07-29 15:15:29 UTC","2012-07-29 15:15:29 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores","Relação de docentes do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/docentes","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, professor, ","Contínuo","Microregional","PDF, ","Despesas","2012-07-29 15:20:22 UTC","2012-07-29 15:20:22 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Concursos","Documentação de concursos do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/concursos","IFMGS","2009-2010","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, concursos, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 15:22:25 UTC","2012-07-29 15:22:25 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo","Documentação de Processos Seletivos do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/vestibular","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, ingresso-ensino-superior, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 15:28:39 UTC","2012-07-29 15:28:39 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Calendário acadêmico","Calendário acadêmico do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/calendario-2012","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, publicacoes-oficiais, gestao-escolar, ","Anual","Microregional","PDF, ","Geral","2012-07-29 15:30:56 UTC","2012-07-29 15:30:56 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações","Documentação de licitações do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/licitacoes","IFMGS","2010-2011","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, compras-governamentais, licitacao, pregao, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 15:32:48 UTC","2012-07-29 15:32:48 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo de contas anuais","Processo de contas anuais do campus Machado do IFMGS","http://www.mch.ifsuldeminas.edu.br/processos-de-contas-anuais","IFMGS","2005-2008","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, prestacao-contas, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 15:35:16 UTC","2012-07-29 15:35:16 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Documentação","Documentação institucional do campus Machado do IFMGS (Portarias, editais e Relatórios de gestão)","http://www.mch.ifsuldeminas.edu.br/documentos","IFMGS","2001-2011","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, prestacao-contas, educacao-profissional-tecnologica, publicacoes-oficiais, gestao-escolar, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 15:38:48 UTC","2012-07-29 15:38:48 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores","Relação de docentes do campus Muzambinho do IFMGS","http://www.muz.ifsuldeminas.edu.br/index.php/corpo-docente","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, professor, ","Contínuo","Microregional","PDF, ","Geral","2012-07-29 15:46:31 UTC","2012-07-29 15:46:31 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores","Relação de servidores técnico administrativos do campus Muzambinho do IFMGS","http://www.muz.ifsuldeminas.edu.br/index.php/corpo-administrativo","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, profissionais-educacao, apoio-escolar, ","Contínuo","Microregional","PDF, ","Despesas","2012-07-29 15:58:40 UTC","2012-07-29 15:58:40 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Processo Seletivo","Documentação de Processos Seletivos do campus Passos do IFMGS","http://www.pas.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=57&Itemid=77","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, ingresso-ensino-superior, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 16:09:26 UTC","2012-07-29 16:09:26 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Edital","Edital do Programa de Assistência estudantil do campus Passos do IFMGS","http://www.pas.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=84&Itemid=91 ","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, assistencia-estudante, ","Anual","Microregional","PDF, ","Programas","2012-07-29 16:13:12 UTC","2012-07-29 16:13:12 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Calendário acadêmico","Calendário acadêmico do campus Poços de Caldas do IFMGS","http://www.pcs.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=94&Itemid=145","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, publicacoes-oficiais, gestao-escolar, ","Anual","Microregional","PDF, ","Geral","2012-07-29 16:18:11 UTC","2012-07-29 16:18:11 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Edital","Edital do Programa de Assistência estudantil do campus Pouso Alegre do IFMGS","http://www.poa.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=111&Itemid=107","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, assistencia-estudante, ","Anual","Microregional","PDF, ","Programas","2012-07-29 16:21:04 UTC","2012-07-29 16:21:04 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Plano de Atividades","Plano de atividades de auditoria interna do IFMGS","http://www.ifsuldeminas.edu.br/index.php/pt/auditoria-interna/paint-2011","IFMGS","2011","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, prestacao-contas, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 13:12:03 UTC","2012-08-01 13:08:07 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Atas","Atas das reuniões do Colégio de Dirigentes do IFMGS","http://www.ifsuldeminas.edu.br/index.php/noticias/421-atas","IFMGS","2010-2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, publicacoes-oficiais, ","Anual","Microregional","PDF, ","Geral","2012-07-29 13:14:51 UTC","2012-08-01 13:08:21 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Calendário acadêmico","Calendário acadêmico do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/calendario-academico","IFMGS","2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, publicacoes-oficiais, ","Anual","Microregional","PDF, ","Geral","2012-07-29 14:40:02 UTC","2012-08-01 13:12:13 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Licitações","Documentação de licitações do campus Muzambinho do IFMGS","http://www.muz.ifsuldeminas.edu.br/index.php/licitacoes","IFMGS","2011-2012","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, compras-governamentais, licitacao, pregao, ","Anual","Microregional","PDF, ","Despesas","2012-07-29 16:02:06 UTC","2012-08-01 13:13:30 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Relação de Servidores","Relação de servidores técnico administrativos do campus Passos do IFMGS","http://www.pas.ifsuldeminas.edu.br/index.php?option=com_content&view=article&id=77&Itemid=54","IFMGS","não há","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, recursos-humanos, professor, ","Contínuo","Microregional","PDF, ","Despesas","2012-07-29 16:05:18 UTC","2012-08-01 13:13:44 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Plano Plurianual","Plano plurianual do IFMGS","http://www.ifsuldeminas.edu.br/downloads/PDI_2009_2013.pdf","IFMGS","2009-2013","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, plano-plurianual, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 14:27:51 UTC","2012-09-16 11:14:17 UTC"
"100915","Instituto Federal de Educação, Ciência e Tecnologia do Sul de Minas Gerais - IFMGS","Plano Plurianual","Plano plurianual do campus Inconfidentes do IFMGS","http://www.ifs.ifsuldeminas.edu.br/documentos","IFMGS","2009-2013","Sul de Minas Gerais","IFMGS","educacao, instituicoes-federais-ensino-superior, educacao-profissional-tecnologica, gestao-escolar, plano-plurianual, ","Anual","Microregional","PDF, ","Desempenho da gestão","2012-07-29 15:11:19 UTC","2012-09-16 11:14:40 UTC"
"89605","Administração da Hidrovia do Paraguai - AHIPAR","Obras e Serviços","Obras e serviços realizados pela AHIPAR - 2010","http://www.ahipar.gov.br/?s=obras ","Administração da Hidrovia do Paraguai - AHIPAR","2010","Bacia hidrográfica do rio Paraguai","Administração da Hidrovia do Paraguai - AHIPAR","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, obras, servicos, paraguai, ","Anual","Regional","HTML, ","Geral","2012-09-17 08:19:40 UTC","2012-09-17 08:19:40 UTC"
"89605","Administração da Hidrovia do Paraguai - AHIPAR","Estatísticas","Base de dados - Histórico de estatísticas publicadas - 2006/2012","http://www.ahipar.gov.br/?s=obras ","Administração da Hidrovia do Paraguai - AHIPAR","2006/2012","Bacia hidrográfica do rio Paraguai","Administração da Hidrovia do Paraguai - AHIPAR","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, informacoes-estatisticas, transporte-aquaviario-cargas, paraguai, ","Outra","Regional","DOC, XLS, ","Avaliações","2012-09-17 08:23:17 UTC","2012-09-17 08:23:17 UTC"
"89605","Administração da Hidrovia do Paraguai - AHIPAR","Licitações","Base de informação - Licitações da Ahipar - 2010","http://www.ahipar.gov.br/?s=licitacoes ","Administração da Hidrovia do Paraguai - AHIPAR","2010","Bacia hidrográfica do rio Paraguai","Administração da Hidrovia do Paraguai - AHIPAR","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, compras-governamentais, licitacao, ","Anual","Regional","PDF, ","Despesas","2012-09-17 08:26:08 UTC","2012-09-17 08:26:08 UTC"
"71649","Administração da Hidrovia do Paraná - AHRANA","Dados Opercaionais","Base de dados - conjunto de informações operacionais sobre a Hidrovia do Paraná. Dados operacionais 2009/2011","http://www.ahrana.gov.br/dados_operacionais.html ","Administração da Hidrovia do Paraná - AHRANA","2009/2011","Bacia hidrográfica do rio Paraná","Administração da Hidrovia do Paraná - AHRANA","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, informacao-gestao-preservacao-acesso, parana, banco-dados, ","Anual","Regional","PDF, ","Geral","2012-09-17 07:54:52 UTC","2012-09-17 07:54:52 UTC"
"71649","Administração da Hidrovia do Paraná - AHRANA","Relatórios","Relatório de Atividades de campo realizados pela Ahrana em toda sua área de jurisdição. 2011/2012","http://www.ahrana.gov.br/relatorios.html ","Administração da Hidrovia do Paraná - AHRANA","2010/2011 ","Bacia hidrográfica do rio Paraná","Administração da Hidrovia do Paraná - AHRANA","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, controle-social-prestacao-contas, planejamento-orcamento, parana, ","Anual","Regional","PDF, ","Avaliações","2012-09-17 08:03:44 UTC","2012-09-17 08:03:44 UTC"
"71649","Administração da Hidrovia do Paraná - AHRANA","A Ahrana","Informações sobre a Hidrovia do Paraná","http://www.ahrana.gov.br/a_ahrana.html ","Administração da Hidrovia do Paraná - AHRANA","","Bacia hidrográfica do rio Paraná","Administração da Hidrovia do Paraná - AHRANA","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, bacias-hidrograficas, parana, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","HTML, ","Geral","2012-09-17 07:31:38 UTC","2012-09-17 07:50:46 UTC"
"71649","Administração da Hidrovia do Paraná - AHRANA","Dados e Informações","Documento com Dados e Informações sobre a Ahrana","http://www.ahrana.gov.br/dados_informacoes.html ","Administração da Hidrovia do Paraná - AHRANA","","Bacia hidrográfica do rio Paraná","Administração da Hidrovia do Paraná - AHRANA","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, bacias-hidrograficas, parana, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","ZIP, ","Geral","2012-09-17 07:51:58 UTC","2012-09-17 07:51:58 UTC"
"71649","Administração da Hidrovia do Paraná - AHRANA","Serviços Terceirizados","Apoio Técnico e Administrativo efetuado com a contratação de pessoal externo. Lista de Servidores.","http://www.ahrana.gov.br/paginas/6-servicos_terceirizados.html ","Administração da Hidrovia do Paraná - AHRANA","","Bacia hidrográfica do rio Paraná","Administração da Hidrovia do Paraná - AHRANA","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, servicos, trabalho, ","Contínuo","Regional","HTML, ","Geral","2012-09-17 07:59:04 UTC","2012-09-17 07:59:04 UTC"
"71649","Administração da Hidrovia do Paraná - AHRANA","Indicadores","Base de dados - Indicadores de Desempenho técnico . 2011/2012","http://www.ahrana.gov.br/indicadores.html ","Administração da Hidrovia do Paraná - AHRANA","2010/2011 ","Bacia hidrográfica do rio Paraná","Administração da Hidrovia do Paraná - AHRANA","infraestrutura-transporte-aquaviario, hidrovias-interiores, transporte-aquaviario, indicadores, planejamento-orcamento, parana, ","Anual","Regional","PDF, ZIP, ","Avaliações","2012-09-17 08:07:48 UTC","2012-09-17 08:07:48 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","AÇÕES E PROGRAMAS","Divulgação as informações pertinentes aos programas, ações, projetos e atividades implementadas pela AHSFRA.","http://www.ahsfra.gov.br/?op=conteudo&id=188&menuId=200","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","hidrovias-interiores, infraestrutura-transporte-aquaviario, transporte-aquaviario, sao-francisco, capacitacao-social-regioes-hidrograficas, fomento-desenvolvimento-sustentavel, ","Contínuo","Regional","HTML, ","Programas","2012-09-17 07:44:22 UTC","2012-09-17 07:44:22 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Normas Técnicas","Base de dados - Normas Técnicas","http://www.ahsfra.gov.br/?op=conteudo&id=169&menuId=152 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, legislacao-normas, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","PDF, ","Geral","2012-09-17 02:02:44 UTC","2012-09-17 07:44:42 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Custos","COMPARATIVO ENTRE OS MODAIS LOGÍSTICOS NACIONAIS","http://www.ahsfra.gov.br/?op=conteudo&id=141&menuId=173 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, controle-social-prestacao-contas, informacao-gestao-preservacao-acesso, recursos-energeticos, ","Contínuo","Nacional","HTML, ","Geral","2012-09-17 01:45:53 UTC","2012-09-17 07:45:06 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Impacto Ambiental","Informações sobre o Impacto Ambiental","http://www.ahsfra.gov.br/?op=conteudo&id=142&menuId=174 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, recursos-energeticos, avaliacao-impactos-ambientais, ","Contínuo","Regional","HTML, ","Geral","2012-09-17 01:47:25 UTC","2012-09-17 07:45:19 UTC"
"71650","Administração da Hidrovia do São Francisco - AHSFRA","Hidrovia do São Francisco","Características da Hidrovia do São Francisco","http://www.ahsfra.gov.br/?op=conteudo&id=140&menuId=172 ","Administração da Hidrovia do São Francisco - AHSFRA","","Rio São Francisco e afluentes navegáveis","Administração da Hidrovia do São Francisco - AHSFRA","transporte-aquaviario, infraestrutura-transporte-aquaviario, hidrovias-interiores, sao-francisco, informacao-gestao-preservacao-acesso, ","Contínuo","Regional","HTML, ","Geral","2012-09-17 01:50:06 UTC","2012-09-17 07:45:33 UTC"
