SIORG, ORGAO, NOME, DESCRICAO, URL, GUARDA, COBERTURA TEMPORAL, COBERTURA GEOGRAFICA, ORIGEM, VCGEs, GRANULARIDADE TEMPORAL, GRANULARIDADE GEOGRAFICA, FORMATOS, TIPO, DATA DE CADASTRAMENTO, DATA DA ULTIMA MODIFICACAO
"316","Ministério da Justiça - MJ","Estrangeiros - Consulta a processos - Certidão de trâmite","Sistema de informações de emissão de certidão de trâmite de processos promovidos por estrangeiros junto ao MJ","http://portal.mj.gov.br/main.asp?Team={45B65B23-1B96-4A54-8F1F-768A7D04FB68}","Ministério da Justiça","","","Ministério da Justiça","legislacao-internacional, estrangeiro, permanencia-estrangeiro, naturalizacao, sistemas-informacao, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 00:30:47 UTC","2012-03-26 00:30:47 UTC"
"316","Ministério da Justiça - MJ","Infopen - Sistema de informações penitenciarias","Sistema de informações penitenciarias","http://portal.mj.gov.br/data/Pages/MJC4D50EDBPTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","sistemas-informacao, seguranca-publica, formacao-pessoal-penal-penitenciario, penitenciarias, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 00:41:10 UTC","2012-03-26 00:41:10 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - CNPCP - Relatórios de inspeção","Base de dados dos relatórios de inspenção do Conselho Nacional de Política Criminal e Penitenciária (CNPCP)","http://portal.mj.gov.br/data/Pages/MJE9614C8CITEMIDA5701978080B47B798B690E484B49285PTBRNN.htm","Ministério da Justiça","2006-2011","","Ministério da Justiça","formacao-pessoal-penal-penitenciario, penitenciarias, seguranca-publica, sistemas-informacao, ","Anual","Nacional","PDF, ","Geral","2012-03-26 01:04:48 UTC","2012-03-26 01:04:48 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Fundo Penitenciário","Base de informações do Departamento Penitenciário Nacional – Depen, gestor do Fundo Peniténciario","http://portal.mj.gov.br/data/Pages/MJC0BE0432ITEMID962415EA0D314F48ACAFD9ED8FB27E6EPTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","seguranca-publica, formacao-pessoal-penal-penitenciario, penitenciarias, ","Contínuo","Nacional","HTML, PDF, ","Geral","2012-03-26 01:11:37 UTC","2012-03-26 01:11:37 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Fundo Penitenciário - Convênios e Contratos","Base de informações dos Convênios e Contratos de Repasse celebrados entre o Depen e os Estados da Federação.","http://portal.mj.gov.br/data/Pages/MJC0BE0432ITEMIDF71EFD0CC8494E40A44C4C9382D25C1FPTBRNN.htm","Ministério da Justiça","1995-2010","","Ministério da Justiça","penitenciarias, seguranca-publica, formacao-pessoal-penal-penitenciario, ","Anual","Nacional","PDF, ","Desempenho da gestão","2012-03-26 01:18:19 UTC","2012-03-26 01:18:19 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Fundo Penitenciário - Índice Penitenciário","Base de dados que informa o índice (percentual de expectativa de recursos), por estado","http://portal.mj.gov.br/data/Pages/MJC0BE0432ITEMIDB21444C6DAD94E1C9B95FECCD37A3CF9PTBRNN.htm","Ministério da Justiça","2008","","Ministério da Justiça","penitenciarias, seguranca-publica, formacao-pessoal-penal-penitenciario, ","Anual","Nacional","PDF, ","Desempenho da gestão","2012-03-26 01:23:10 UTC","2012-03-26 01:23:10 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Fundo Penitenciário - Acompanhamento","Funpen em Números","http://portal.mj.gov.br/data/Pages/MJC0BE0432ITEMID2E78DF78E8784A328117CFDD285A458BPTBRNN.htm","Ministério da Justiça","2005-2011","","Ministério da Justiça","penitenciarias, seguranca-publica, formacao-pessoal-penal-penitenciario, ","Anual","Nacional","PDF, ","Avaliações","2012-03-26 01:28:04 UTC","2012-03-26 01:28:04 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Sistema Prisional - InfoPen - Estatística","InfoPen Estatística é o registro de indicadores gerais e preliminares sobre a população penitenciária do país.","http://portal.mj.gov.br/data/Pages/MJD574E9CEITEMIDC37B2AE94C6840068B1624D28407509CPTBRNN.htm","Ministério da Justiça","2000-2011","","Ministério da Justiça","penitenciarias, formacao-pessoal-penal-penitenciario, seguranca-publica, ","Anual","Nacional","PDF, ","Geral","2012-03-26 01:34:56 UTC","2012-03-26 01:34:56 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Sistema Prisional - InfoPen - Gestão","Base de dados com o registro detalhado sobre a população penitenciária","http://portal.mj.gov.br/data/Pages/MJD574E9CEITEMID80BA2C74564E461C8466C963EBAE30C0PTBRNN.htm","Ministério da Justiça","2006-2008","","Ministério da Justiça","penitenciarias, formacao-pessoal-penal-penitenciario, seguranca-publica, ","Anual","Nacional","PDF, ","Geral","2012-03-26 01:39:20 UTC","2012-03-26 01:39:20 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Sistema Prisional","Base de dados com um conjunto de informações do Departamento Penitenciário Nacional (Depen)","http://portal.mj.gov.br/data/Pages/MJD574E9CEITEMID364AC56ADE924046B46C6B9CC447B586PTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","penitenciarias, seguranca-publica, formacao-pessoal-penal-penitenciario, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 01:43:04 UTC","2012-03-26 01:43:04 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Plano Diretor","Base de dados do Plano Diretor do Sistema Penitenciário com Diagnóstico, ações e resultados, por Unidades da Federação, Metas e pesquisas","http://portal.mj.gov.br/data/Pages/MJE7CD13B5ITEMIDF329E71BB4C840E2BF586F2065E5614DPTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","penitenciarias, formacao-pessoal-penal-penitenciario, seguranca-publica, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 02:01:21 UTC","2012-03-26 02:01:21 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Legislação","Sistema de informações que disponibiliza notícias a respeito da legislação da atividade de execução penal","http://portal.mj.gov.br/main.asp?View={B0287B7C-BA8B-45BD-B627-DC67B0AE176A}","Ministério da Justiça","","","Ministério da Justiça","seguranca-publica, formacao-pessoal-penal-penitenciario, penitenciarias, sistemas-informacao, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 02:08:38 UTC","2012-03-26 02:09:40 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Links","Sistema de fornecimento de endereços eletrônicos de instituições de interesses correlatos ao sistema prisional.","http://portal.mj.gov.br/main.asp?Team={8E5AA87D-875B-4214-8BFC-6C616104BB29}","Ministério da Justiça","","","Ministério da Justiça","seguranca-publica, penitenciarias, formacao-pessoal-penal-penitenciario, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 02:17:00 UTC","2012-03-26 02:17:00 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Notícias","Sistema de informações que disponibiliza notícias a respeito da atividade da execução penal","http://portal.mj.gov.br/main.asp?Team={F2B3E459-03FF-44EA-A805-5F3C787519B3}","Ministério da Justiça","","","Ministério da Justiça","seguranca-publica, formacao-pessoal-penal-penitenciario, penitenciarias, sistemas-informacao, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 02:22:37 UTC","2012-03-26 02:22:37 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Publicações","Sistema de informações da para disponibilização de publicações relativas à área de execução penal","http://portal.mj.gov.br/main.asp?Team={F8BD53AD-14D1-4B0E-BA06-547DF317C888}","Ministério da Justiça","","","Ministério da Justiça","informacao-gestao-preservacao-acesso, sistemas-informacao, seguranca-publica, penitenciarias, formacao-pessoal-penal-penitenciario, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 02:29:06 UTC","2012-03-26 02:29:06 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Recursos Humanos","Sistema de informações da área de execução penal com disponibilização de dados relativos a àrea de recursos humanos.","http://portal.mj.gov.br/main.asp?Team={E2E6B8F3-9EB9-4F09-B726-9EABE87CED28}","Ministério da Justiça","","","Ministério da Justiça","seguranca-publica, penitenciarias, formacao-pessoal-penal-penitenciario, formacao-recursos-humanos-seguranca-publica, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 02:33:23 UTC","2012-03-26 02:33:23 UTC"
"316","Ministério da Justiça - MJ","Execução Penal - Relatórios de Gestão","Base de dados de Relatórios de Gestão e Relatórios de Auditoria. http://portal.mj.gov.br/data/Pages/MJ01A851E7PTBRNN.htm","http://portal.mj.gov.br/data/Pages/MJ01A851E7PTBRNN.htm","CGU","2000-2010","","Ministério da Justiça","penitenciarias, seguranca-publica, controle-social-prestacao-contas, planejamento-estrategico, ","Anual","Nacional","PDF, ","Avaliações","2012-03-26 02:41:20 UTC","2012-03-26 02:41:20 UTC"
"316","Ministério da Justiça - MJ","Ministério da Justiça - Biblioteca - Revista Arquivos","Sistema de informações disponibilizando a revista Arquivos do Ministério da Justiça é destinada à divulgação de trabalhos no campo do Direito e ciências afins","http://portal.mj.gov.br/main.asp?View={C3C13B47-53C2-45A7-8A98-A08608BCB694}","Ministério da Justiça","","","Ministério da Justiça","informacao-gestao-preservacao-acesso, sistemas-informacao, legislacao-normas, seguranca-publica, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 02:49:31 UTC","2012-03-26 02:49:31 UTC"
"316","Ministério da Justiça - MJ","Institucional - Protocolo","Sistema de informação de Consulta de Documentos e Processos MJDoc.","http://portal.mj.gov.br/data/Pages/MJ048D137AITEMIDB3151A11A00C453DAA89C21AB913E271PTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","sistemas-informacao, justica-legislacao, seguranca-publica, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 02:54:23 UTC","2012-03-26 02:54:23 UTC"
"316","Ministério da Justiça - MJ","Plataforma Nacional de Informações sobre Justiça e Segurança Pública","A Plataforma Nacional de Informações sobre Justiça e Segurança Pública é uma Infovia de rede, voz e imagem que irá ligar o Ministério da Justiça aos Operadores de Segurança Pública e Justiça do país.","http://plataforma.mj.gov.br/","Ministério da Justiça","","","Ministério da Justiça","sistemas-informacao, legislacao-normas, informacao-gestao-preservacao-acesso, justica-legislacao, seguranca-publica, planejamento-estrategico, tecnologia-informacao-comunicacao, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 03:03:29 UTC","2012-03-26 03:03:29 UTC"
"316","Ministério da Justiça - MJ","Lavagem de Dinheiro - Ações/Metas","Base de informações disponibilizando as ações/metas da Estratégia Nacional de Combate à Corrupção e à Lavagem de Dinheiro –Enccla.","http://portal.mj.gov.br/data/Pages/MJ7AE041E8ITEMID70EFA6233CEA4B8DAA9C160F6EB41BA9PTBRNN.htm","Ministério da Justiça","2004-2010","","Ministério da Justiça","planejamento-estrategico, seguranca-publica, justica-legislacao, ","Anual","Nacional","PDF, ","Geral","2012-03-26 11:14:13 UTC","2012-03-26 11:14:13 UTC"
"316","Ministério da Justiça - MJ","Lavagem de Dinheiro - Legislação","Sistema de informações que disponibiliza notícias a respeito da legislação da atividade de lavagem de dinheiro","http://portal.mj.gov.br/main.asp?Team={24B3F739-8A24-49A7-A772-21B646175BB2}","Ministério da Justiça","","","Ministério da Justiça","sistemas-informacao, seguranca-publica, justica-legislacao, legislacao-normas, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 11:22:21 UTC","2012-03-26 11:22:21 UTC"
"316","Ministério da Justiça - MJ","Lavagem de Dinheiro - Notícias","Sistema de informações que disponibiliza notícias a respeito das operações de lavagem de dinheiro","http://portal.mj.gov.br/main.asp?Team={FA18F598-6993-4184-AD29-5AC931ED4A54}","Ministério da Justiça","","","Ministério da Justiça","sistemas-informacao, legislacao-normas, seguranca-publica, justica-legislacao, ","Contínuo","Nacional","HTML, PDF, ","Geral","2012-03-26 11:29:30 UTC","2012-03-26 11:29:30 UTC"
"316","Ministério da Justiça - MJ","Lavagem de Dinheiro - Publicações","Sistema de informações da para disponibilização de publicações relativas à área de operações contra a lavagem de dinheiro","http://portal.mj.gov.br/main.asp?Team={9668E5B2-1F9C-4106-B0E8-F32CB3A0B80E}","Ministério da Justiça","","","Ministério da Justiça","legislacao-normas, sistemas-informacao, seguranca-publica, justica-legislacao, informacao-gestao-preservacao-acesso, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 11:39:31 UTC","2012-03-26 11:39:31 UTC"
"316","Ministério da Justiça - MJ","Políticas sobre Drogas - Notícias","Sistema de informações da para disponibilização de notícias relativas à área de atuação da política sobre drogas","http://portal.mj.gov.br/main.asp?Team={3C339DB6-75D5-408B-A8E0-0F5EE79D15B5}","Ministério da Justiça","","","Ministério da Justiça","sistemas-informacao, informacao-gestao-preservacao-acesso, seguranca-publica, justica-legislacao, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 11:58:01 UTC","2012-03-26 12:00:20 UTC"
"316","Ministério da Justiça - MJ","Reforma do Judiciário - Ações - Mapa de Ações","Sistema de informações que disponibiliza as ações desencadeadas para a reforma do judiciário por estados","http://portal.mj.gov.br/data/Pages/MJDA9EC2A8ITEMID4A94CA4A126C4A89A49C28691666ACC6PTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","justica-legislacao, seguranca-publica, sistemas-informacao, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 12:05:39 UTC","2012-03-26 12:05:39 UTC"
"316","Ministério da Justiça - MJ","Reforma do Judiciário - Projetos Infraconstitucionais","Base de informações sobre os Projetos Infraconstitucionais da Reforma do Judiciário","http://portal.mj.gov.br/main.asp?ViewID={32F24490-858D-43EF-9618-B8A6FE5B23B3}&params=itemID={1A707B26-47BF-4A34-91B5-861BBB91BA8A};&UIPartUID={2868BA3C-1C72-4347-BE11-A26F70F4CB26}","Ministério da Justiça","","","Ministério da Justiça","justica-legislacao, seguranca-publica, legislacao-normas, ","Contínuo","Nacional","HTML, PDF, ","Programas","2012-03-26 12:13:39 UTC","2012-03-26 12:14:01 UTC"
"316","Ministério da Justiça - MJ","Reforma do Judiciário - Provimento e Vacância","Base de informação sobre os processos referentes aos atos de Provimento (nomeações) e de Vacância (aposentadorias Lei 4.493/64) dos membros de tribunais.","http://portal.mj.gov.br/main.asp?ViewID={33E347BB-78C8-4BB8-933A-D3548B987BA9}&params=itemID={C33D216C-0BD9-4309-B923-BB971F4CFA8A};&UIPartUID={2868BA3C-1C72-4347-BE11-A26F70F4CB26}","Ministério da Justiça","","","Ministério da Justiça","justica-legislacao, seguranca-publica, seguranca-publica, administracao-publica, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 12:19:18 UTC","2012-03-26 12:19:18 UTC"
"316","Ministério da Justiça - MJ","Reforma do Judiciário - Publicações","Sistema de informações da para disponibilização de publicações relativas à área de operações de reforma do judiciário.","http://portal.mj.gov.br/main.asp?Team={2C6FA354-9062-4927-9767-DE925A5EA180}","Ministério da Justiça","","","Ministério da Justiça","informacao-gestao-preservacao-acesso, justica-legislacao, seguranca-publica, sistemas-informacao, legislacao-normas, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 12:25:34 UTC","2012-03-26 12:25:34 UTC"
"316","Ministério da Justiça - MJ","Rede infoseg","Estrutura nacional de integração de bases federais","http://www.infoseg.gov.br/","Ministério da Justiça","","","Ministério da Justiça","legislacao-normas, informacao-gestao-preservacao-acesso, justica-legislacao, seguranca-publica, sistemas-informacao, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 12:31:57 UTC","2012-03-26 12:31:57 UTC"
"316","Ministério da Justiça - MJ","Registro de Identidade Civil - RIC","Sistema nacional de Registro de Identidade Civil","http://portal.mj.gov.br/ric","Ministério da Justiça","","","Ministério da Justiça","seguranca-publica, sistemas-informacao, justica-legislacao, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 12:38:20 UTC","2012-03-26 12:38:20 UTC"
"316","Ministério da Justiça - MJ","Segurança Pública - Sistema Único - Fundo Nacional","Base de informação sobre o Mecanismo de Distribuição de Recursos do Fundo Nacional de Segurança Pública.","http://portal.mj.gov.br/data/Pages/MJ3F6F0588ITEMID273CF2AC483A4838A7E931123E21A5ACPTBRNN.htm","Ministério da Justiça","2011","","Ministério da Justiça","justica-legislacao, seguranca-publica, legislacao-normas, ","Anual","Nacional","PDF, ","Programas","2012-03-26 12:47:03 UTC","2012-03-26 12:47:03 UTC"
"316","Ministério da Justiça - MJ","Segurança Pública - Conselho Nacional -  Ata das Reuniões","Base de informações disponibilizando as atas de reuniões do CONASP","http://portal.mj.gov.br/main.asp?ViewID={337926C4-789A-478F-BB19-788B27526F72}&params=itemID={B7EADD32-D6D8-4917-830D-4DB425CB5A13};&UIPartUID={2868BA3C-1C72-4347-BE11-A26F70F4CB26}","Ministério da Justiça","2009-2011","","Ministério da Justiça","conselhos-justica, conselhos, seguranca-publica, justica-legislacao, informacao-gestao-preservacao-acesso, ","Anual","Nacional","PDF, ","Geral","2012-03-26 12:53:17 UTC","2012-03-26 12:53:17 UTC"
"316","Ministério da Justiça - MJ","Segurança Pública - Conselho Nacional - Atos do Conasp","Base de informações disponibilizando os atos (Parecer, monção e recomendação) do Conasp","http://portal.mj.gov.br/main.asp?ViewID={337926C4-789A-478F-BB19-788B27526F72}&params=itemID={49E53A11-933F-4D07-97E0-573D49051667};&UIPartUID={2868BA3C-1C72-4347-BE11-A26F70F4CB26}","Ministério da Justiça","2011","","Ministério da Justiça","justica-legislacao, seguranca-publica, conselhos, conselhos-justica, ","Anual","Nacional","PDF, ","Geral","2012-03-26 12:58:55 UTC","2012-03-26 12:58:55 UTC"
"316","Ministério da Justiça - MJ","Segurança Pública - Segurança Rodoviária - Legislação","Sistema de informações que disponibiliza notícias a respeito da legislação de segurança rodoviária.","http://portal.mj.gov.br/main.asp?Team={97055E34-3C59-4A1E-ABE3-DA96C5EBA96A}","Ministério da Justiça","","","Ministério da Justiça","legislacao-normas, justica-legislacao, seguranca-publica, sistemas-informacao, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 13:15:16 UTC","2012-03-26 13:15:16 UTC"
"316","Ministério da Justiça - MJ","Tráfico de Pessoas - Legislação","Sistema de informações que disponibiliza notícias a respeito da legislação da atividade de Tráfico humano","http://portal.mj.gov.br/main.asp?Team={8AFCD753-DFBD-4D8A-9DB8-1659F62661B4}","Ministério da Justiça","","","Ministério da Justiça","legislacao-normas, justica-legislacao, seguranca-publica, sistemas-informacao, cooperacao-juridica-internacional, legislacao-internacional, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 13:20:43 UTC","2012-03-26 13:20:43 UTC"
"316","Ministério da Justiça - MJ","Tráfico de Pessoas - Publicações","Sistema de informações da para disponibilização de publicações relativas à área de tráfico de pessoas.","http://portal.mj.gov.br/main.asp?Team={5753E656-A96E-4BA8-A5F2-B322B49C86D4}","Ministério da Justiça","","","Ministério da Justiça","legislacao-internacional, cooperacao-juridica-internacional, legislacao-normas, sistemas-informacao, seguranca-publica, justica-legislacao, ","Contínuo","Nacional","PDF, ","Geral","2012-03-26 13:27:03 UTC","2012-03-26 13:27:03 UTC"
"316","Ministério da Justiça - MJ","Cooperação Internacional - Acesso Internacional à Justiça - Acordos Internacionais","Base de informação disponibilizando conjunto informativo sobre os acordos de justiça internacionais","http://portal.mj.gov.br/main.asp?ViewID=%7B1D6DEC8B-0C4F-4504-8FF4-B720FBCF8FE3%7D&params=itemID=%7B5A367991-80AF-40FB-95FE-8A80FAB123C7%7D;&UIPartUID=%7B2868BA3C-1C72-4347-BE11-A26F70F4CB26%7D","Ministério da Justiça","","","Ministério da Justiça","legislacao-normas, cooperacao-juridica-internacional, legislacao-internacional, justica-legislacao, ","Contínuo","Nacional","HTML, ","Geral","2012-03-26 13:33:44 UTC","2012-03-26 13:33:44 UTC"
"316","Ministério da Justiça - MJ","Cooperação Internacional - CJI em Matéria Civil   -  Acordos Internacionais","Base de informação disponibilizando conjunto de acordos internacionais de Cooperaçao Jurídica Internacional em Matéria Civil, Comercial, Trabalhista e Administrativa.","http://portal.mj.gov.br/data/Pages/MJ4824E353ITEMID2D7208F92A0D4C76BE42D6CF48034A17PTBRNN.htm","Ministério da Justiça","","","Ministério da Justiça","legislacao-internacional, acordos-internacionais, cooperacao-juridica-internacional, ","Contínuo","Nacional","HTML, PDF, ","Geral","2012-03-26 14:19:50 UTC","2012-03-26 14:19:50 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Ministério - Estrutura","Base de informações com a estrutura organizacional do Ministério da Pesca e Aquicultura.","http://www.mpa.gov.br/ministeriompa/estrutura ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","reparticao-competencias, administracao-publica, governo-federal, pesca, ","Contínuo","Nacional","HTML, ","Geral","2012-06-07 10:13:26 UTC","2012-06-07 10:13:26 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Ministério - Superintendências Federais","Informações das Superintendências Federais, responsáveis pelo órgão em cada estado da Federação.","http://www.mpa.gov.br/ministeriompa/superintendencias-federais ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","governo-estadual, governo-politica, administracao-publica, pesca, governo-federal, ","Contínuo","Nacional","HTML, ","Geral","2012-06-07 10:16:40 UTC","2012-06-07 10:16:40 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Ações e Programas","Ações e Programas desenvolvidos pelo órgão","http://www.mpa.gov.br/acesso-a-informacao/acoes-e-programas ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","planejamento-estrategico, pesca, controle-social-prestacao-contas, governo-federal, ","Contínuo","Nacional","HTML, ","Programas","2012-06-07 10:28:43 UTC","2012-06-07 10:28:43 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Auditorias","Relatórios de Gestão e prestação de contas do órgão e sub-órgãos em 2010.","http://www.mpa.gov.br/acesso-a-informacao/auditorias ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","controle-social-prestacao-contas, arquivos, planejamento-orcamento, governo-federal, administracao-financeira, ","Contínuo","Nacional","PDF, ","Desempenho da gestão","2012-06-07 10:32:36 UTC","2012-06-07 10:32:36 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Relatórios de Avaliação do PPA","Base de dados com relatórios de avaliação do Plano Plurianual.","http://www.mpa.gov.br/planos-e-politicasmpa/relatorios-de-avaliacao-do-ppa ","Ministério da Pesca e Aquicultura - MPA","2008","","Ministério da Pesca e Aquicultura - MPA","plano-plurianual, politica, administracao-publica, governo-federal, indicadores, ","Anual","Nacional","PDF, ","Avaliações","2012-06-07 12:17:53 UTC","2012-06-07 12:17:53 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Licitações e Contratos","Informações das licitações e contratos firmados pelo órgão.","http://www.mpa.gov.br/acesso-a-informacao/licitacoes-e-contratos ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","licitacao, contrato-trabalho, controle-social-prestacao-contas, pesca, administracao-financeira, ","Contínuo","Nacional","HTML, ","Despesas","2012-06-07 10:52:38 UTC","2012-06-07 10:52:38 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Despesas","Informações sobre as despesas do Governo federal, links que dão acesso às despesas do órgão, no sitio da Transparência Pública.","http://www.mpa.gov.br/index.php/acesso-a-informacao/despesas.html","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","administracao-financeira, controle-social-prestacao-contas, administracao-despesas, governo-federal, ","Contínuo","Nacional","HTML, ","Despesas","2012-06-07 10:44:55 UTC","2012-06-07 10:53:16 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Servidores","Link para Base de dados no portal da transparência que fornece a relação de servidores do órgão.","http://www.mpa.gov.br/acesso-a-informacao/servidores ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","procedimentos-tecnicos-administrativos, reparticao-competencias, pesca, administracao-publica, banco-dados, ","Contínuo","Nacional","HTML, ","Geral","2012-06-07 11:01:48 UTC","2012-06-07 11:01:48 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Perguntas Frequentes","Relação de perguntas frequentes feitas ao Ministério da Pesca e Aquicultura.","http://www.mpa.gov.br/acesso-a-informacao/perguntas-frequentes ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","pesca, atendimento-cidadao, administracao-publica, aquicultura, ","Contínuo","Nacional","HTML, ","Geral","2012-06-07 11:09:18 UTC","2012-06-07 11:09:18 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Amazônia Aquicultura e Pesca","Base de dados com o projeto de Desenvolvimento Sustentável do MPA.","http://www.mpa.gov.br/planos-e-politicasmpa/amazonia-aquicultura-e-pesca ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","pesca, aquicultura, governo-federal, desenvolvimento-producao-uso-sustentavel, uso-sustentavel-recursos-pesqueiros, planejamento-estrategico, ","Contínuo","Nacional","PDF, ","Programas","2012-06-07 12:15:21 UTC","2012-06-07 12:15:21 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Caderno de Resumos SINPE","Base de informações com o resumos do Simpósio de Pesca Esportiva.","http://www.mpa.gov.br/pescampa/amadora/2012-03-28-17-21-32/33-amadora/491-1-simposio-nacional-da-pesca-esportiva-2711-a-0112-de-2011-em-belem-pa ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","pesca-amadora, ciencia-informacao-comunicacao, administracao-publica, governo-federal, ","Contínuo","Nacional","PDF, ","Geral","2012-06-07 12:33:00 UTC","2012-06-07 12:33:00 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Períodos de Defeso Marinho","Base de informações sobre o período de defeso que contribui para a sustentabilidade dos pesqueiros marinhos.","http://www.mpa.gov.br/pescampa/periodos-de-defeso/defeso-marinho ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","gerenciamento-costeiro-marinho, peixe-marinho, sustentabilidade-recursos-pesqueiros, uso-sustentavel-recursos-pesqueiros, governo-federal, pesca-continental, ","Contínuo","Nacional","PDF, ","Programas","2012-06-07 12:38:45 UTC","2012-06-07 12:38:45 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Períodos de Defeso Continental","Base de informações sobre o período de defeso continental.","http://www.mpa.gov.br/pescampa/periodos-de-defeso/defeso-continental ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","pesca-continental, governo-federal, uso-sustentavel-recursos-pesqueiros, administracao-publica, ","Contínuo","Nacional","PDF, ","Programas","2012-06-07 12:41:19 UTC","2012-06-07 12:41:19 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Defeso Zonas de Transição","Iinformações sobre o período de Defeso nas Zonas de Transição.","http://www.mpa.gov.br/pescampa/periodos-de-defeso/defeso-zonas-de-transicao ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","sustentabilidade-recursos-pesqueiros, planejamento-ambiental, meio-ambiente, administracao-publica, ","Contínuo","Nacional","PDF, ","Geral","2012-06-07 12:43:41 UTC","2012-06-07 12:43:41 UTC"
"72083","Ministério da Pesca e Aquicultura - MPA","Programa de Subvenção ao Óleo Diesel","Programa que visa promover a equalização do preço do óleo disel para as embarcações de pesca.","http://www.mpa.gov.br/pescampa/oleo-diesel ","Ministério da Pesca e Aquicultura - MPA","","","Ministério da Pesca e Aquicultura - MPA","equipamentos-pesca, combustivel, economia-pesqueira, assistencia-desenvolvimento-social, administracao-publica, ","Contínuo","Nacional","HTML, ","Programas","2012-06-07 12:47:02 UTC","2012-06-07 12:47:02 UTC"
